"run_accession","biosample","bioproject","organism","taxid","instrument_model","platform","title"
"SRR6488335","SAMN08017933","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA12077 genome recovered from SRX764829"
"SRR6488261","SAMN08019180","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA12431 genome recovered from SRX764834"
"SRR6488239","SAMN08019853","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA11052 genome recovered from SRX392470"
"SRR6488156","SAMN08017715","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA12316 genome recovered from SRX691268"
"SRR6488111","SAMN08019872","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA12407 genome recovered from SRX764832"
"SRR6488110","SAMN08018727","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA12457 genome recovered from SRX764834"
"SRR6488103","SAMN08019638","PRJNA417962","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Mapped reads for uncultivated Bacteroidales bacterium UBA12410 genome recovered from SRX764832"
"DRR101069","SAMD00093466","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093466"
"DRR101070","SAMD00093467","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093467"
"DRR101072","SAMD00093469","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093469"
"DRR101077","SAMD00093474","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093474"
"DRR101080","SAMD00093477","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093477"
"DRR101083","SAMD00093480","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093480"
"DRR101085","SAMD00093482","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093482"
"DRR101086","SAMD00093483","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093483"
"DRR101089","SAMD00093486","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093486"
"DRR101090","SAMD00093487","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093487"
"DRR101091","SAMD00093488","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093488"
"DRR101092","SAMD00093489","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093489"
"DRR101093","SAMD00093490","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093490"
"DRR101099","SAMD00093496","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093496"
"DRR101100","SAMD00093497","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093497"
"DRR101102","SAMD00093499","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093499"
"DRR101103","SAMD00093500","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093500"
"DRR101105","SAMD00093502","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093502"
"DRR101107","SAMD00093504","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093504"
"DRR101108","SAMD00093505","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093505"
"DRR101110","SAMD00093507","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093507"
"DRR101111","SAMD00093508","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093508"
"DRR101116","SAMD00093513","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093513"
"DRR101117","SAMD00093514","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093514"
"DRR101118","SAMD00093515","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093515"
