operon_id,subtype,subtype_score,operon_length,n_crispr,n_spacers,n_tracr,n_cas,n_genes,evalue,gene_name
ERZ4560258@114,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4560258@339,VI,VI,4071,1,8,0,1,1,0.0,Cas13b
ERZ4560258@354,VI,VI,9855,1,18,0,4,6,0.0,Cas13b
ERZ4560289@174,VI,VI,8229,1,6,0,3,3,0.0,Cas13b
ERZ4560289@326,VI,VI,4269,1,11,0,1,1,0.0,Cas13b
ERZ4560302@234,VI,VI,5071,1,5,0,2,2,0.0,Cas13b
ERZ4560302@96,VI,VI,6989,1,16,0,3,4,0.0,Cas13b
ERZ4560321@180,VI,VI,6787,1,12,0,3,4,0.0,Cas13b
ERZ4560322@250,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4560332@349,VI,VI,6787,1,12,0,3,4,0.0,Cas13b
ERZ4560346@597,VI,VI,6588,1,10,0,3,5,0.0,Cas13b
ERZ4560347@322,VI,VI,3782,1,4,0,1,1,0.0,Cas13b
ERZ4560348@179,VI,VI,5553,1,14,0,2,3,0.0,Cas13b
ERZ4560348@709,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4560362@236,VI,VI,3782,1,4,0,1,1,0.0,Cas13b
ERZ4560365@142,VI,VI,3807,1,4,0,1,1,0.0,Cas13b
ERZ4560377@716,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4560388@857,VI,VI,7055,1,18,0,3,5,0.0,Cas13b
ERZ4560401@203,VI,VI,4792,1,15,0,1,1,0.0,Cas13b
ERZ4560453@371,VI,VI,4269,1,11,0,1,1,0.0,Cas13b
ERZ4560474@913,VI,VI,8515,1,7,0,3,6,0.0,Cas13b
ERZ4560520@575,VI,VI,5044,1,6,0,2,2,0.0,Cas13b
ERZ4560552@670,VI,VI,5620,1,15,0,3,4,0.0,Cas13b
ERZ4560553@143,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4560553@478,VI,VI,4269,1,11,0,1,1,0.0,Cas13b
ERZ4560555@195,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4560598@880,VI,VI,8306,1,12,0,3,3,0.0,Cas13b
ERZ4560611@68,VI,VI,4386,1,13,0,1,1,0.0,Cas13b
ERZ4560644@57,VI,VI,3971,1,9,0,1,2,0.0,Cas13b
ERZ4560644@838,VI,VI,8240,1,5,0,3,5,0.0,Cas13b
ERZ4560669@194,VI,VI,9239,1,18,0,3,7,0.0,Cas13b
ERZ4560669@400,VI,VI,6526,1,16,0,2,4,0.0,Cas13b
ERZ4560750@398,VI,VI,6470,1,8,0,3,4,0.0,Cas13b
ERZ4560779@1993,VI,VI,6392,1,7,0,3,4,0.0,Cas13b
ERZ4560779@370,VI,VI,4034,1,8,0,1,1,0.0,Cas13b
ERZ4560783@436,VI,VI,4004,1,7,0,2,3,0.0,Cas13b
ERZ4560823@203,VI,VI,6586,1,9,0,3,4,0.0,Cas13b
ERZ4560895@125,VI,VI,8073,1,5,0,4,6,0.0,Cas13b
ERZ4560928@71,VI,VI,8073,1,5,0,4,6,0.0,Cas13b
ERZ4560967@261,VI,VI,4466,1,14,0,2,2,0.0,Cas13b
ERZ4560982@403,VI,VI,4477,1,11,0,2,3,0.0,Cas13b
ERZ4560982@43,VI,VI,5199,1,5,0,2,4,0.0,Cas13b
ERZ4561091@101,VI,VI,6872,1,4,0,3,3,0.0,Cas13b
ERZ4561097@149,VI,VI,7057,1,10,0,3,3,0.0,Cas13b
ERZ4561097@157,VI,VI,6588,1,10,0,3,5,0.0,Cas13b
ERZ4561105@465,VI,VI,6232,1,4,0,3,4,0.0,Cas13b
ERZ4561109@148,VI,VI,5561,1,14,0,3,3,0.0,Cas13b
ERZ4561110@1029,VI,VI,6588,1,10,0,3,5,0.0,Cas13b
ERZ4561111@302,VI,VI,5561,1,14,0,3,3,0.0,Cas13b
ERZ4561113@316,VI,VI,5561,1,14,0,3,3,0.0,Cas13b
ERZ4561121@299,VI,VI,5561,1,14,0,3,3,0.0,Cas13b
ERZ4561146@155,VI,VI,5054,1,6,0,2,3,0.0,Cas13b
ERZ4561146@556,VI,VI,8240,1,5,0,3,5,0.0,Cas13b
ERZ4561162@381,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4561180@82,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4561185@450,VI,VI,6459,1,7,0,3,4,0.0,Cas13b
ERZ4561193@509,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4561197@316,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4561200@583,VI,VI,3939,1,6,0,2,2,0.0,Cas13b
ERZ4561226@465,VI,VI,6459,1,7,0,3,4,0.0,Cas13b
ERZ4561226@492,VI,VI,3782,1,4,0,1,1,0.0,Cas13b
ERZ4561272@1312,VI,VI,9506,1,5,0,4,7,0.0,Cas13b
ERZ4561272@297,VI,VI,6257,1,4,0,3,4,0.0,Cas13b
ERZ4561281@258,VI,VI,8493,1,10,0,3,3,0.0,Cas13b
ERZ4561283@110,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4561287@430,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4561292@116,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4561301@462,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4561326@269,VI,VI,3807,1,4,0,1,1,0.0,Cas13b
ERZ4561357@222,VI,VI,5561,1,14,0,3,3,0.0,Cas13b
ERZ4561379@688,VI,VI,6846,1,14,0,3,4,0.0,Cas13b
ERZ4561381@266,VI,VI,5561,1,14,0,3,3,0.0,Cas13b
ERZ4561408@201,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4561413@35,VI,VI,5561,1,14,0,3,3,0.0,Cas13b
ERZ4561431@44,VI,VI,6588,1,10,0,3,5,0.0,Cas13b
ERZ4561431@68,VI,VI,7057,1,10,0,3,3,0.0,Cas13b
ERZ4561483@288,VI,VI,6872,1,4,0,3,3,0.0,Cas13b
ERZ4561505@71,VI,VI,6459,1,7,0,3,4,0.0,Cas13b
ERZ4561533@335,VI,VI,4883,1,16,0,1,1,0.0,Cas13b
ERZ4561533@615,VI,VI,3782,1,4,0,1,1,0.0,Cas13b
ERZ4561533@708,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4561545@146,VI,VI,7287,1,9,0,4,5,0.0,Cas13b
ERZ4561548@1009,VI,VI,8005,1,4,0,4,6,0.0,Cas13b
ERZ4561548@447,VI,VI,6846,1,14,0,3,4,0.0,Cas13b
ERZ4561599@355,VI,VI,8295,1,7,0,4,5,0.0,Cas13b
ERZ4561599@596,VI,VI,4501,1,11,0,2,3,0.0,Cas13b
ERZ4561599@741,VI,VI,9506,1,5,0,4,7,0.0,Cas13b
ERZ4561613@367,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4561630@1097,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4561663@380,VI,VI,3831,1,5,0,1,1,0.0,Cas13b
ERZ4561663@581,VI,VI,8074,1,5,0,3,3,0.0,Cas13b
ERZ4561675@189,VI,VI,4374,1,7,0,1,3,0.0,Cas13b
ERZ4561686@483,VI,VI,4421,1,8,0,2,4,0.0,Cas13b
ERZ4561693@667,VI,VI,4421,1,8,0,2,4,0.0,Cas13b
ERZ4561697@319,VI,VI,3831,1,5,0,1,1,0.0,Cas13b
ERZ4561717@1010,VI,VI,8630,1,12,0,4,5,0.0,Cas13b
ERZ4561717@1412,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4561717@565,VI,VI,4000,1,7,0,1,1,0.0,Cas13b
ERZ4561767@437,VI,VI,6588,1,10,0,3,5,0.0,Cas13b
ERZ4561767@589,VI,VI,4600,1,16,0,2,3,0.0,Cas13b
ERZ4561784@820,VI,VI,3754,1,4,0,1,1,0.0,Cas13b
ERZ4561787@637,VI,VI,4690,1,5,0,2,2,0.0,Cas13b
ERZ4561804@379,VI,VI,4269,1,11,0,1,1,0.0,Cas13b
ERZ4561840@600,VI,VI,5561,1,14,0,3,3,0.0,Cas13b
ERZ4561846@1173,VI,VI,4600,1,16,0,2,2,0.0,Cas13b
ERZ4561846@1306,VI,VI,6588,1,10,0,3,5,0.0,Cas13b
ERZ4561852@241,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4561865@348,VI,VI,6638,1,6,0,2,3,0.0,Cas13b
ERZ4561865@420,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4561880@464,VI,VI,8029,1,5,0,3,3,0.0,Cas13b
ERZ4561888@31,VI,VI,8074,1,5,0,3,5,0.0,Cas13b
ERZ4561888@936,VI,VI,3831,1,5,0,1,1,0.0,Cas13b
ERZ4561932@96,VI,VI,4268,1,11,0,1,2,0.0,Cas13b
ERZ4561940@972,VI,VI,3870,1,5,0,1,1,0.0,Cas13b
ERZ4562068@314,VI,VI,6470,1,8,0,3,4,0.0,Cas13b
ERZ4562243@832,VI,VI,5233,1,9,0,2,2,0.0,Cas13b
ERZ4566845@272,VI,VI,6872,1,4,0,3,3,0.0,Cas13b
ERZ4566850@63,VI,VI,8073,1,5,0,4,4,0.0,Cas13b
ERZ4567094@313,VI,VI,6118,1,14,0,2,6,0.0,Cas13b
ERZ4567121@198,VI,VI,6161,1,11,0,2,3,0.0,Cas13b
ERZ4567121@215,VI,VI,5052,1,6,0,2,2,0.0,Cas13b
ERZ4567121@391,VI,VI,7127,1,12,0,2,6,0.0,Cas13b
ERZ4567123@419,VI,VI,6655,1,11,0,3,4,0.0,Cas13b
ERZ4567185@515,VI,VI,8368,1,8,0,3,3,0.0,Cas13b
ERZ4567219@546,VI,VI,9170,1,19,0,3,6,0.0,Cas13b
ERZ4567230@503,VI,VI,5437,1,7,0,2,2,0.0,Cas13b
ERZ4567238@1128,VI,VI,2893,1,11,0,1,2,0.0,Cas13b
ERZ4567255@221,VI,VI,8644,1,10,0,3,6,0.0,Cas13b
ERZ4567266@149,VI,VI,10358,1,17,0,4,7,0.0,Cas13b
ERZ4567266@49,VI,VI,9041,1,15,0,3,6,0.0,Cas13b
ERZ4567297@904,VI,VI,10686,1,22,0,4,7,0.0,Cas13b
ERZ4567313@52,VI,VI,8711,1,10,0,3,6,0.0,Cas13b
ERZ4567330@636,VI,VI,10938,1,22,0,4,6,0.0,Cas13b
ERZ4567385@985,VI,VI,9578,1,5,0,4,6,0.0,Cas13b
ERZ4567476@132,VI,VI,6595,1,9,0,3,3,0.0,Cas13b
ERZ4567508@60,VI,VI,6267,1,5,0,3,5,0.0,Cas13b
ERZ4567535@599,VI,VI,4730,1,18,0,1,3,0.0,Cas13b
ERZ4567601@548,VI,VI,4738,1,18,0,1,1,0.0,Cas13b
ERZ4567601@703,VI,VI,9266,1,21,0,3,5,0.0,Cas13b
ERZ4567620@508,VI,VI,4269,1,11,0,1,1,0.0,Cas13b
ERZ4567674@388,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4567680@1127,VI,VI,8295,1,7,0,3,3,0.0,Cas13b
ERZ4567680@309,VI,VI,6232,1,4,0,3,4,0.0,Cas13b
ERZ4567702@1002,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4567745@428,VI,VI,8630,1,12,0,3,4,0.0,Cas13b
ERZ4567746@823,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4567755@449,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4567810@989,VI,VI,3807,1,4,0,1,1,0.0,Cas13b
ERZ4567841@924,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4567843@875,VI,VI,3807,1,4,0,1,1,0.0,Cas13b
ERZ4567847@178,VI,VI,6975,1,5,0,2,4,0.0,Cas13b
ERZ4567847@816,VI,VI,5239,1,9,0,2,3,0.0,Cas13b
ERZ4567854@371,VI,VI,6872,1,4,0,3,3,0.0,Cas13b
ERZ4567859@892,VI,VI,6718,1,11,0,3,4,0.0,Cas13b
ERZ4567876@729,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4567885@229,VI,VI,5005,1,5,0,2,2,0.0,Cas13b
ERZ4567913@1057,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4567948@942,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4567962@1331,VI,VI,8295,1,7,0,3,3,0.0,Cas13b
ERZ4567962@482,VI,VI,9506,1,5,0,4,7,0.0,Cas13b
ERZ4567962@86,VI,VI,4358,1,9,0,2,3,0.0,Cas13b
ERZ4567976@991,VI,VI,5005,1,5,0,2,2,0.0,Cas13b
ERZ4568013@1882,VI,VI,4466,1,14,0,2,2,0.0,Cas13b
ERZ4568022@1147,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ4568042@1238,VI,VI,8630,1,12,0,3,3,0.0,Cas13b
ERZ4568531@342,VI,VI,6595,1,9,0,3,3,0.0,Cas13b
ERZ4750308@171,VI,VI,5634,1,21,0,3,3,0.0,Cas13b
ERZ4750308@171,VI,VI,5634,1,21,0,3,3,0.0,Cas13b
ERZ501273@7,VI,VI,5189,1,10,0,3,4,0.0,Cas13b
ERZ501462@14,VI,VI,6315,1,8,0,1,3,0.0,Cas13b
ERZ501860@118,VI,VI,4952,1,15,0,2,4,0.0,Cas13b
ERZ505032@12,VI,VI,4709,1,11,0,1,2,0.0,Cas13b
ERZ505032@18,VI,VI,4287,1,3,0,1,2,0.0,Cas13b
ERZ507957@14,VI,VI,6673,1,7,0,2,2,0.0,Cas13b
ERZ509011@174,VI,VI,7152,1,26,0,2,5,0.0,Cas13b
ERZ509061@116,VI,VI,5381,1,10,0,2,3,0.0,Cas13b
ERZ509106@180,VI,VI,6710,1,5,0,3,3,0.0,Cas13b
ERZ509132@195,VI,VI,9394,1,11,0,4,5,0.0,Cas13b
ERZ511480@170,VI,VI,4825,1,13,0,2,2,0.0,Cas13b
ERZ511480@217,VI,VI,4538,1,3,0,2,2,0.0,Cas13b
ERZ511480@331,VI,VI,4390,1,13,0,1,2,0.0,Cas13b
ERZ548832@100,VI,VI,4904,1,4,0,3,4,0.0,Cas13b
ERZ6052520@96,VI,VI,4167,1,11,0,1,1,0.0,Cas13b
ERZ650271@5,VI,VI,4809,1,7,0,2,2,0.0,Cas13b
ERZ650296@55,VI,VI,4809,1,7,0,2,2,0.0,Cas13b
ERZ650936@57,VI,VI,5405,1,23,0,1,2,0.0,Cas13b
ERZ650946@49,VI,VI,5405,1,23,0,1,2,0.0,Cas13b
ERZ651093@1,VI,VI,4311,1,5,0,1,2,0.0,Cas13b
ERZ651102@4,VI,VI,4485,1,6,0,1,2,0.0,Cas13b
ERZ651109@101,VI,VI,4616,1,10,0,1,3,0.0,Cas13b
ERZ651119@19,VI,VI,4453,1,3,0,1,3,0.0,Cas13b
ERZ651119@44,VI,VI,4534,1,8,0,1,2,0.0,Cas13b
ERZ651119@59,VI,VI,4626,1,8,0,2,3,0.0,Cas13b
ERZ651121@46,VI,VI,4354,1,6,0,1,2,0.0,Cas13b
ERZ651894@282,VI,VI,4812,1,14,0,1,3,0.0,Cas13b
ERZ652235@72,VI,VI,4483,1,9,0,1,3,0.0,Cas13b
ERZ652242@35,VI,VI,4481,1,9,0,1,2,0.0,Cas13b
ERZ652710@5,VI,VI,8350,1,8,0,4,4,0.0,Cas13b
ERZ653598@12,VI,VI,6852,1,7,0,3,3,0.0,Cas13b
ERZ653987@3,VI,VI,4937,1,15,0,1,3,0.0,Cas13b
ERZ654009@34,VI,VI,4353,1,7,0,1,2,0.0,Cas13b
ERZ654385@2,VI,VI,6852,1,7,0,3,3,0.0,Cas13b
ERZ654574@67,VI,VI,4880,1,16,0,1,3,0.0,Cas13b
ERZ658688@165,VI,VI,6286,1,6,0,1,3,0.0,Cas13b
ERZ6863577@307,VI,VI,6000,1,6,0,1,2,0.0,Cas13b
ERZ6863697@400,VI,VI,5008,1,4,0,1,2,0.0,Cas13b
ERZ6863740@135,VI,VI,3889,1,7,0,1,1,0.0,Cas13b
ERZ6863811@108,VI,VI,6000,1,6,0,1,2,0.0,Cas13b
ERZ6863811@166,VI,VI,6395,1,19,0,1,2,0.0,Cas13b
ERZ6863860@280,VI,VI,6395,1,19,0,1,2,0.0,Cas13b
ERZ724023@335,VI,VI,3690,1,4,0,1,1,0.0,Cas13b
ERZ724026@36,VI,VI,3475,1,4,0,1,1,0.0,Cas13b
ERZ724026@73,VI,VI,4129,1,8,0,1,1,0.0,Cas13b
ERZ724032@217,VI,VI,7445,1,4,0,3,5,0.0,Cas13b
ERZ724043@12,VI,VI,3823,1,9,0,1,1,0.0,Cas13b
ERZ724078@420,VI,VI,4488,1,5,0,2,2,0.0,Cas13b
ERZ724079@128,VI,VI,3689,1,9,0,1,1,0.0,Cas13b
ERZ724085@293,VI,VI,4488,1,5,0,2,2,0.0,Cas13b
ERZ724087@367,VI,VI,4488,1,5,0,2,2,0.0,Cas13b
ERZ724088@260,VI,VI,4488,1,5,0,2,2,0.0,Cas13b
ERZ724088@349,VI,VI,5048,1,25,0,1,1,0.0,Cas13b
ERZ724088@94,VI,VI,3678,1,9,0,1,1,0.0,Cas13b
ERZ724089@297,VI,VI,2813,1,5,0,1,1,0.0,Cas13b
ERZ724089@358,VI,VI,3678,1,9,0,1,1,0.0,Cas13b
ERZ772774@21,VI,VI,4656,1,6,0,1,2,0.0,Cas13b
ERZ772853@369,VI,VI,4557,1,9,0,1,2,0.0,Cas13b
ERZ772857@161,VI,VI,4691,1,11,0,1,2,0.0,Cas13b
ERZ772907@29,VI,VI,4640,1,6,0,1,2,0.0,Cas13b
ERZ772940@8,VI,VI,4237,1,4,0,1,2,0.0,Cas13b
ERZ772940@97,VI,VI,4653,1,6,0,1,2,0.0,Cas13b
ERZ772949@92,VI,VI,4463,1,7,0,1,2,0.0,Cas13b
ERZ772963@108,VI,VI,4567,1,7,0,2,3,0.0,Cas13b
ERZ772963@50,VI,VI,4749,1,10,0,1,2,0.0,Cas13b
ERZ772970@39,VI,VI,5181,1,14,0,1,2,0.0,Cas13b
ERZ772970@45,VI,VI,4756,1,10,0,2,2,0.0,Cas13b
ERZ772985@187,VI,VI,4564,1,9,0,1,2,0.0,Cas13b
ERZ772996@39,VI,VI,4396,1,6,0,1,2,0.0,Cas13b
ERZ773013@79,VI,VI,3778,1,7,0,1,1,0.0,Cas13b
ERZ773027@49,VI,VI,6647,1,14,0,2,4,0.0,Cas13b
ERZ773036@82,VI,VI,4674,1,12,0,1,2,0.0,Cas13b
ERZ773046@75,VI,VI,3973,1,10,0,1,1,0.0,Cas13b
ERZ773080@166,VI,VI,3777,1,7,0,1,1,0.0,Cas13b
ERZ773095@169,VI,VI,4558,1,8,0,1,2,0.0,Cas13b
ERZ773096@389,VI,VI,3913,1,9,0,1,1,0.0,Cas13b
ERZ773197@101,VI,VI,4466,1,7,0,1,2,0.0,Cas13b
ERZ773254@122,VI,VI,4183,1,9,0,1,2,0.0,Cas13b
ERZ777003@531,VI,VI,3912,1,6,0,1,1,0.0,Cas13b
ERZ778038@275,VI,VI,3764,1,4,0,1,1,0.0,Cas13b
ERZ779852@217,VI,VI,6712,1,5,0,3,3,0.0,Cas13b
ERZ779884@100,VI,VI,10606,1,5,0,4,6,0.0,Cas13b
ERZ779888@159,VI,VI,4143,1,9,0,1,1,0.0,Cas13b
ERZ780105@34,VI,VI,7058,1,10,0,3,3,0.0,Cas13b
ERZ780111@16,VI,VI,7058,1,10,0,4,4,0.0,Cas13b
ERZ780111@16,VI,VI,7058,1,10,0,4,4,0.0,Cas13b
ERZ780112@18,VI,VI,5189,1,10,0,3,3,0.0,Cas13b
ERZ781387@61,VI,VI,4731,1,5,0,2,2,0.0,Cas13b
ERZ791617@49,VI,VI,9894,1,10,0,4,7,0.0,Cas13b
ERZ791754@46,VI,VI,7117,1,11,0,3,3,0.0,Cas13b
ERZ794920@94,VI,VI,4029,1,9,0,1,1,0.0,Cas13b
ERZ795068@768,VI,VI,3912,1,6,0,1,1,0.0,Cas13b
ERZ795070@285,VI,VI,3881,1,5,0,1,1,0.0,Cas13b
ERZ795075@103,VI,VI,4978,1,5,0,2,2,0.0,Cas13b
ERZ807147@72,VI,VI,4731,1,5,0,2,2,0.0,Cas13b
ERZ807150@14,VI,VI,4731,1,5,0,2,2,0.0,Cas13b
ERZ808246@57,VI,VI,5716,1,16,0,2,2,0.0,Cas13b
ERZ808252@87,VI,VI,4557,1,3,0,4,4,0.0,Cas13b
ERZ808258@48,VI,VI,5859,1,18,0,2,3,0.0,Cas13b
ERZ808269@16,VI,VI,5725,1,16,0,2,2,0.0,Cas13b
ERZ808271@19,VI,VI,7531,1,17,0,3,4,0.0,Cas13b
ERZ808281@19,VI,VI,5725,1,16,0,2,2,0.0,Cas13b
ERZ808283@60,VI,VI,5792,1,17,0,2,2,0.0,Cas13b
ERZ808284@116,VI,VI,7165,1,5,0,3,5,0.0,Cas13b
ERZ808286@70,VI,VI,5792,1,17,0,2,2,0.0,Cas13b
ERZ808290@2,VI,VI,6334,1,5,0,2,2,0.0,Cas13b
ERZ808294@18,VI,VI,5792,1,17,0,2,2,0.0,Cas13b
ERZ808299@381,VI,VI,7165,1,5,0,3,6,0.0,Cas13b
ERZ8156685@81,VI,VI,6518,1,9,0,3,4,0.0,Cas13b
ERZ8157985@131,VI,VI,4552,1,12,0,1,1,0.0,Cas13b
ERZ824488@24,VI,VI,6709,1,5,0,3,3,0.0,Cas13b
ERZ824492@209,VI,VI,6709,1,5,0,3,3,0.0,Cas13b
ERZ827204@37,VI,VI,3873,1,4,0,1,1,0.0,Cas13b
ERZ827216@188,VI,VI,3427,1,6,0,1,1,0.0,Cas13b
ERZ827365@296,VI,VI,8290,1,7,0,3,3,0.0,Cas13b
ERZ831144@48,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ833000@16,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ836877@425,VI,VI,4916,1,14,0,1,1,0.0,Cas13b
ERZ840547@7,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ840839@23,VI,VI,4328,1,13,0,1,1,0.0,Cas13b
ERZ841139@5,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ857629@54,VI,VI,7353,1,10,0,3,4,0.0,Cas13b
ERZ857653@203,VI,VI,4498,1,8,0,1,2,0.0,Cas13b
ERZ858002@289,VI,VI,6422,1,11,0,2,4,0.0,Cas13b
ERZ858469@187,VI,VI,4275,1,11,0,1,1,0.0,Cas13b
ERZ907739@51,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ907858@5,VI,VI,4328,1,13,0,1,1,0.0,Cas13b
ERZ907874@7,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ907936@20,VI,VI,4328,1,13,0,1,1,0.0,Cas13b
ERZ908249@56,VI,VI,4328,1,13,0,1,2,0.0,Cas13b
ERZ908497@2,VI,VI,4328,1,13,0,1,1,0.0,Cas13b
ERZ908552@30,VI,VI,4328,1,9,0,1,2,0.0,Cas13b
ERZ908569@25,VI,VI,4328,1,13,0,1,1,0.0,Cas13b
ERZ908575@34,VI,VI,3735,1,4,0,1,1,0.0,Cas13b
ERZ908601@7,VI,VI,3735,1,4,0,1,1,0.0,Cas13b
ERZ908610@40,VI,VI,4064,1,9,0,1,1,0.0,Cas13b
ERZ908641@2,VI,VI,3735,1,4,0,1,1,0.0,Cas13b
ERZ909429@143,VI,VI,4731,1,5,0,2,2,0.0,Cas13b
ERZ909569@440,VI,VI,4285,1,13,0,1,1,0.0,Cas13b
ERZ909587@106,VI,VI,5589,1,9,0,3,3,0.0,Cas13b
ERZ909587@145,VI,VI,4292,1,14,0,1,1,0.0,Cas13b
ERZ909655@81,VI,VI,7241,1,11,0,3,4,0.0,Cas13b
ERZ909656@142,VI,VI,6574,1,10,0,3,3,0.0,Cas13b
ERZ909706@258,VI,VI,4680,1,11,0,1,2,0.0,Cas13b
ERZ910782@18,VI,VI,5183,1,10,0,3,3,0.0,Cas13b
ERZ913223@73,VI,VI,6315,1,8,0,1,3,0.0,Cas13b
ERZ913508@57,VI,VI,3033,1,6,0,1,2,0.0,Cas13b
ERZ913602@452,VI,VI,10491,1,26,0,4,5,0.0,Cas13b
ERZ913605@37,VI,VI,9210,1,14,0,3,6,0.0,Cas13b
ERZ913606@216,VI,VI,8853,1,9,0,3,5,0.0,Cas13b
ERZ913608@91,VI,VI,5817,1,24,0,1,1,0.0,Cas13b
ERZ913613@262,VI,VI,9210,1,14,0,3,5,0.0,Cas13b
ERZ913619@118,VI,VI,5747,1,23,0,1,1,0.0,Cas13b
ERZ913619@133,VI,VI,4094,1,10,0,1,1,0.0,Cas13b
ERZ913620@343,VI,VI,5817,1,24,0,1,1,0.0,Cas13b
ERZ913620@43,VI,VI,8041,1,11,0,3,4,0.0,Cas13b
ERZ913621@197,VI,VI,5747,1,23,0,1,1,0.0,Cas13b
ERZ913621@251,VI,VI,10327,1,24,0,4,5,0.0,Cas13b
ERZ913622@175,VI,VI,7422,1,37,0,1,4,0.0,Cas13b
ERZ913622@223,VI,VI,4303,1,5,0,1,1,0.0,Cas13b
ERZ913626@701,VI,VI,4613,1,7,0,1,1,0.0,Cas13b
ERZ913627@311,VI,VI,10491,1,26,0,4,5,0.0,Cas13b
ERZ913627@687,VI,VI,9210,1,14,0,3,5,0.0,Cas13b
ERZ913628@677,VI,VI,5817,1,24,0,1,1,0.0,Cas13b
ERZ913628@709,VI,VI,9210,1,14,0,3,5,0.0,Cas13b
ERZ913630@444,VI,VI,5817,1,24,0,1,1,0.0,Cas13b
ERZ913630@664,VI,VI,9210,1,14,0,3,5,0.0,Cas13b
ERZ913632@30,VI,VI,5021,1,8,0,2,2,0.0,Cas13b
ERZ913632@425,VI,VI,5817,1,24,0,1,1,0.0,Cas13b
ERZ913632@550,VI,VI,9210,1,14,0,3,5,0.0,Cas13b
ERZ913633@139,VI,VI,4039,1,7,0,1,1,0.0,Cas13b
ERZ913633@465,VI,VI,5817,1,24,0,1,1,0.0,Cas13b
ERZ913633@551,VI,VI,9210,1,14,0,3,5,0.0,Cas13b
ERZ913640@30,VI,VI,9210,1,14,0,3,5,0.0,Cas13b
ERZ913641@212,VI,VI,8879,1,13,0,3,7,0.0,Cas13b
ERZ913977@92,VI,VI,6599,1,10,0,3,4,0.0,Cas13b
ERZ914330@9,VI,VI,4697,1,7,0,2,2,0.0,Cas13b
ERZ914382@2,VI,VI,4697,1,7,0,2,2,0.0,Cas13b
ERZ914419@60,VI,VI,4615,1,11,0,1,2,0.0,Cas13b
ERZ914667@111,VI,VI,6717,1,12,0,3,5,0.0,Cas13b
ERZ914781@19,VI,VI,4567,1,7,0,2,2,0.0,Cas13b
ERZ914791@144,VI,VI,8041,1,11,0,3,4,0.0,Cas13b
ERZ914791@193,VI,VI,9210,1,14,0,3,5,0.0,Cas13b
ERZ914792@139,VI,VI,10491,1,26,0,4,5,0.0,Cas13b
ERZ914820@370,VI,VI,11320,1,25,0,3,5,0.0,Cas13b
ERZ914821@109,VI,VI,4548,1,10,0,1,1,0.0,Cas13b
ERZ914822@151,VI,VI,6850,1,13,0,2,4,0.0,Cas13b
ERZ914827@35,VI,VI,6669,1,9,0,1,3,0.0,Cas13b
ERZ914828@174,VI,VI,5021,1,8,0,2,2,0.0,Cas13b
ERZ914835@296,VI,VI,8334,1,10,0,3,5,0.0,Cas13b
ERZ914835@341,VI,VI,8832,1,4,0,4,4,0.0,Cas13b
ERZ914837@381,VI,VI,6850,1,13,0,2,4,0.0,Cas13b
ERZ914839@206,VI,VI,10327,1,24,0,4,5,0.0,Cas13b
