sequence_id,phage_id,pident,algn_length,mismatch,gapopen,phagestart,phageend,phagelength,evalue,bitscore,phage_cg,phage_taxonomy,phage_completeness,phage_host,phage_lifestyle,phage_source
3300026284@49_sp5,IMGVR_UViG_3300003770_000108|3300003770|Ga0056912_1000026|7283-47370,100.0,30,0,0,10506,10477,40088,2.92e-07,60.0,46.29315505887048,Caudoviricetes,High-quality,Runella,temperate,IMG_VR
3300026284@49_sp7,TemPhD_cluster_59552,93.333,30,2,0,29937,29908,46995,0.017,44.1,45.53037557186935,Caudovirales,Low-quality,Runella limosa,temperate,TEMPHD
3300026284@49_sp8,IMGVR_UViG_3300003842_000043|3300003842|Ga0056913_1000056|144215-184302,100.0,30,0,0,29583,29612,40088,2.92e-07,60.0,46.29315505887048,Caudoviricetes,High-quality,Runella,temperate,IMG_VR
3300026284@49_sp8,IMGVR_UViG_3300026302_000085|3300026302|Ga0209794_1000039|184395-224482,100.0,30,0,0,29583,29612,40088,2.92e-07,60.0,46.29315505887048,Caudoviricetes,High-quality,Runella,temperate,IMG_VR
3300026284@49_sp8,IMGVR_UViG_3300009517_000087|3300009517|Ga0102832_1000053|112792-152879,100.0,30,0,0,10506,10477,40088,2.92e-07,60.0,46.29315505887048,Caudoviricetes,High-quality,Runella,temperate,IMG_VR
3300026284@49_sp8,IMGVR_UViG_3300003770_000108|3300003770|Ga0056912_1000026|7283-47370,100.0,30,0,0,10506,10477,40088,2.92e-07,60.0,46.29315505887048,Caudoviricetes,High-quality,Runella,temperate,IMG_VR
3300026284@49_sp12,TemPhD_cluster_59552,100.0,28,0,0,19499,19472,46995,4.1e-06,56.0,45.53037557186935,Caudovirales,Low-quality,Runella limosa,temperate,TEMPHD
3300025308@92_sp1,Station32_DCM_ALL_assembly_NODE_709_length_20207_cov_16.898422,96.667,30,1,0,14584,14613,20207,7.11e-05,52.0,35.00767060919483,Caudovirales,Low-quality,Streptococcus agalactiae,virulent,GOV2
3300025308@92_sp1,Station72_MES_ALL_assembly_NODE_846_length_25913_cov_3.887424,96.552,29,1,0,3129,3157,25913,0.000281,50.1,37.29788137228418,Caudovirales,Low-quality,Bacillus cereus,virulent,GOV2
ERZ1314619@48_sp2,OTU_4174,90.0,30,3,0,7522,7551,28571,4.2,36.2,53.68730530957965,Hannahviridae,Medium-quality,Prevotella,virulent,IGVD
ERZ1314619@48_sp3,IMGVR_UViG_3300011982_000014|3300011982|Ga0119773_1002155,96.667,30,1,0,5510,5481,6298,7.11e-05,52.0,40.12384884090187,Microviridae,Complete,Prevotella,virulent,IMG_VR
ERZ13616153@175_sp5,uvig_403322,100.0,30,0,0,16193,16164,17420,2.92e-07,60.0,49.776119402985074,Caudovirales,Low-quality,Lawsonia intracellularis,virulent,GPD
ERZ13616153@175_sp5,MGV-GENOME-0321916,100.0,30,0,0,10733,10762,52506,2.92e-07,60.0,49.73145926179865,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ13616153@175_sp5,MGV-GENOME-0321889,100.0,30,0,0,10733,10762,52506,2.92e-07,60.0,49.73145926179865,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ13616153@175_sp5,uvig_366538,96.667,30,1,0,5098,5127,13890,7.11e-05,52.0,48.47372210223182,Caudovirales,Low-quality,Bacteroides fragilis,virulent,GPD
ERZ13616153@175_sp5,uvig_365926,96.667,30,1,0,12410,12439,19093,7.11e-05,52.0,48.36327449850731,Caudovirales,Low-quality,Bacteroides fragilis,temperate,GPD
ERZ13616153@175_sp5,MGV-GENOME-0323317,96.667,30,1,0,43470,43441,53717,7.11e-05,52.0,49.75706014855632,Caudovirales,Medium-quality,Lawsonia intracellularis,virulent,MGV
ERZ13616153@175_sp5,Rampelli_SM_37_NODE_78_length_59931_cov_4.092458,96.667,30,1,0,47571,47542,59931,7.11e-05,52.0,49.25163938529309,Caudovirales,High-quality,Lawsonia intracellularis,virulent,GVD
ERZ13616153@175_sp5,SAMN11252271_a1_ct251881_vs1,93.333,30,2,0,43542,43513,56400,0.017,44.1,49.80673758865248,Siphoviridae,Medium-quality,Bacteroidales,virulent,CHVD
ERZ13616153@175_sp5,uvig_598404,93.333,30,2,0,4382,4411,20396,0.017,44.1,49.22043537948617,Caudovirales,Low-quality,Lawsonia intracellularis,temperate,GPD
7000000418@1_sp0,MGV-GENOME-0272469,100.0,28,0,0,7216,7243,25273,4.1e-06,56.0,44.09844498080956,,Medium-quality,Parabacteroides,virulent,MGV
7000000418@1_sp0,MGV-GENOME-0262551,100.0,28,0,0,16242,16215,23456,4.1e-06,56.0,43.63489085948159,,Medium-quality,Parabacteroides,virulent,MGV
7000000418@1_sp0,IMGVR_UViG_3300029137_000161|3300029137|Ga0168731_100160|2-43872,100.0,28,0,0,20454,20427,43871,4.1e-06,56.0,48.569670169360165,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
7000000418@1_sp0,IMGVR_UViG_3300028984_000051|3300028984|Ga0169601_100087|2-45144,100.0,28,0,0,15808,15835,45143,4.1e-06,56.0,45.56631149901425,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
7000000418@1_sp0,IMGVR_UViG_3300008272_000429|3300008272|Ga0111092_1000084|56877-108771,100.0,28,0,0,23443,23470,51895,4.1e-06,56.0,47.44002312361499,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
7000000418@1_sp0,IMGVR_UViG_3300029684_000347|3300029684|Ga0245194_100121|118812-168365,100.0,28,0,0,23444,23471,49554,4.1e-06,56.0,47.87100940388263,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
7000000418@1_sp0,MGV-GENOME-0233301,100.0,28,0,0,16411,16438,33970,4.1e-06,56.0,46.98263173388284,,Medium-quality,Parabacteroides,virulent,MGV
7000000418@1_sp0,MGV-GENOME-0340367,96.429,28,1,0,51476,51503,65887,0.001,48.1,42.48941369314129,Caudovirales,High-quality,Bacteroidales,virulent,MGV
7000000418@1_sp0,MGV-GENOME-0329850,96.429,28,1,0,37555,37528,58975,0.001,48.1,43.79991521831285,Caudovirales,High-quality,Parabacteroides,virulent,MGV
7000000418@1_sp0,MGV-GENOME-0329611,96.429,28,1,0,11136,11163,47720,0.001,48.1,44.478206202849954,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
3300048574@526_sp5,SRS143022_a1_ct7172_vs01,93.103,29,2,0,19991,20019,20574,0.069,42.1,37.64459998055799,Caudovirales,Medium-quality,-,temperate,CHVD
3300048574@526_sp27,IMGVR_UViG_3300016744_000223|3300016744|Ga0183099_1000014|39727-82858,93.333,30,2,0,2274,2303,43132,0.017,44.1,43.81897431141612,Caudoviricetes,High-quality,Paludibacteraceae,temperate,IMG_VR
3300048574@526_sp29,IMGVR_UViG_3300016744_000223|3300016744|Ga0183099_1000014|39727-82858,93.333,30,2,0,2274,2303,43132,0.017,44.1,43.81897431141612,Caudoviricetes,High-quality,Paludibacteraceae,temperate,IMG_VR
3300048575@259_sp5,IMGVR_UViG_3300045988_043382|3300045988|Ga0495776_015595,100.0,29,0,0,10237,10265,45469,1.15e-06,58.0,44.0695858716928,Caudoviricetes,Complete,Bacteroidales,virulent,IMG_VR
3300048575@259_sp5,MGV-GENOME-0295351,100.0,29,0,0,10237,10265,45469,1.15e-06,58.0,44.0695858716928,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048575@259_sp5,uvig_186169,100.0,29,0,0,12131,12103,45469,1.15e-06,58.0,44.095977479161625,Caudovirales,Complete,Parabacteroides distasonis;Bacteroides uniformis;Butyricimonas virosa,virulent,GPD
3300048575@259_sp5,MGV-GENOME-4421385,96.552,29,1,0,782,810,44674,0.000281,50.1,44.298697228813175,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048575@259_sp5,MGV-GENOME-0306718,96.552,29,1,0,19471,19499,48780,0.000281,50.1,43.30668306683067,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048575@259_sp5,MGV-GENOME-0299151,96.552,29,1,0,45044,45072,46396,0.000281,50.1,43.34425381498405,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048575@259_sp5,MGV-GENOME-0297797,96.552,29,1,0,1443,1471,46054,0.000281,50.1,44.276284361836105,,Complete,Bacteroidales,virulent,MGV
3300048575@259_sp5,MGV-GENOME-0296347,96.552,29,1,0,44003,44031,45714,0.000281,50.1,44.59902874392965,,Complete,Bacteroidales,virulent,MGV
3300048575@259_sp5,MGV-GENOME-0295217,96.552,29,1,0,11087,11115,45436,0.000281,50.1,44.14341051148869,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048575@259_sp5,MGV-GENOME-0294791,96.552,29,1,0,33308,33336,45343,0.000281,50.1,44.317755772666125,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048575@259_sp7,IMGVR_UViG_3300001592_000008|3300001592|Draft_10000255,100.0,30,0,0,29054,29083,85165,2.92e-07,60.0,34.307520695121234,Caudoviricetes,Complete,Bacteroidales,virulent,IMG_VR
3300048575@259_sp9,MGV-GENOME-0306902,93.333,30,2,0,37799,37828,48842,0.017,44.1,40.05568977519348,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048575@259_sp9,MGV-GENOME-0305897,93.333,30,2,0,12684,12713,48517,0.017,44.1,39.85613290186944,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048575@259_sp9,MGV-GENOME-0303081,93.333,30,2,0,27895,27924,47552,0.017,44.1,39.78802153432032,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048575@259_sp9,MGV-GENOME-0286381,93.333,30,2,0,19237,19208,43470,0.017,44.1,39.50310559006211,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048575@259_sp9,uvig_99634,93.333,30,2,0,9544,9515,47450,0.017,44.1,42.939936775553214,Caudovirales,High-quality,Odoribacter splanchnicus;Bacteroides fragilis;Bacteroides uniformis,virulent,GPD
3300048575@259_sp9,uvig_5726,93.333,30,2,0,14038,14067,22068,0.017,44.1,41.4536885988762,Caudovirales,Low-quality,Bacteroides massiliensis,virulent,GPD
3300048575@259_sp9,uvig_572111,93.333,30,2,0,1801,1772,24662,0.017,44.1,40.92531019382045,Caudovirales,Medium-quality,Bacteroides massiliensis,virulent,GPD
3300048575@259_sp9,uvig_515388,93.333,30,2,0,16342,16313,47082,0.017,44.1,42.28155133596704,Caudovirales,High-quality,Bacteroides uniformis;Bacteroides fragilis;Odoribacter splanchnicus,virulent,GPD
3300048575@259_sp9,uvig_337262,93.333,30,2,0,18159,18130,45309,0.017,44.1,39.73162064931912,Caudovirales,High-quality,Bacteroides massiliensis,virulent,GPD
3300048575@259_sp9,uvig_327135,93.333,30,2,0,29694,29723,47686,0.017,44.1,39.9530260453802,Caudovirales,Complete,Bacteroides massiliensis,virulent,GPD
3300048575@897_sp5,Station163_SUR_ALL_assembly_NODE_2956_length_13664_cov_8.080461,93.333,30,2,0,7154,7183,13664,0.017,44.1,31.63056206088993,Caudovirales,Low-quality,Enterococcus faecalis,virulent,GOV2
3300048576@308_sp5,IMGVR_UViG_3300045988_043382|3300045988|Ga0495776_015595,100.0,29,0,0,10237,10265,45469,1.15e-06,58.0,44.0695858716928,Caudoviricetes,Complete,Bacteroidales,virulent,IMG_VR
3300048576@308_sp5,MGV-GENOME-0295351,100.0,29,0,0,10237,10265,45469,1.15e-06,58.0,44.0695858716928,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048576@308_sp5,uvig_186169,100.0,29,0,0,12131,12103,45469,1.15e-06,58.0,44.095977479161625,Caudovirales,Complete,Parabacteroides distasonis;Bacteroides uniformis;Butyricimonas virosa,virulent,GPD
3300048576@308_sp5,MGV-GENOME-4421385,96.552,29,1,0,782,810,44674,0.000281,50.1,44.298697228813175,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048576@308_sp5,MGV-GENOME-0306718,96.552,29,1,0,19471,19499,48780,0.000281,50.1,43.30668306683067,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048576@308_sp5,MGV-GENOME-0299151,96.552,29,1,0,45044,45072,46396,0.000281,50.1,43.34425381498405,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048576@308_sp5,MGV-GENOME-0297797,96.552,29,1,0,1443,1471,46054,0.000281,50.1,44.276284361836105,,Complete,Bacteroidales,virulent,MGV
3300048576@308_sp5,MGV-GENOME-0296347,96.552,29,1,0,44003,44031,45714,0.000281,50.1,44.59902874392965,,Complete,Bacteroidales,virulent,MGV
3300048576@308_sp5,MGV-GENOME-0295217,96.552,29,1,0,11087,11115,45436,0.000281,50.1,44.14341051148869,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048576@308_sp5,MGV-GENOME-0294791,96.552,29,1,0,33308,33336,45343,0.000281,50.1,44.317755772666125,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048576@308_sp7,IMGVR_UViG_3300001592_000008|3300001592|Draft_10000255,100.0,30,0,0,29054,29083,85165,2.92e-07,60.0,34.307520695121234,Caudoviricetes,Complete,Bacteroidales,virulent,IMG_VR
3300048576@308_sp9,MGV-GENOME-0306902,93.333,30,2,0,37799,37828,48842,0.017,44.1,40.05568977519348,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048576@308_sp9,MGV-GENOME-0305897,93.333,30,2,0,12684,12713,48517,0.017,44.1,39.85613290186944,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048576@308_sp9,MGV-GENOME-0303081,93.333,30,2,0,27895,27924,47552,0.017,44.1,39.78802153432032,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048576@308_sp9,MGV-GENOME-0286381,93.333,30,2,0,19237,19208,43470,0.017,44.1,39.50310559006211,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048576@308_sp9,uvig_99634,93.333,30,2,0,9544,9515,47450,0.017,44.1,42.939936775553214,Caudovirales,High-quality,Odoribacter splanchnicus;Bacteroides fragilis;Bacteroides uniformis,virulent,GPD
3300048576@308_sp9,uvig_5726,93.333,30,2,0,14038,14067,22068,0.017,44.1,41.4536885988762,Caudovirales,Low-quality,Bacteroides massiliensis,virulent,GPD
3300048576@308_sp9,uvig_572111,93.333,30,2,0,1801,1772,24662,0.017,44.1,40.92531019382045,Caudovirales,Medium-quality,Bacteroides massiliensis,virulent,GPD
3300048576@308_sp9,uvig_515388,93.333,30,2,0,16342,16313,47082,0.017,44.1,42.28155133596704,Caudovirales,High-quality,Bacteroides uniformis;Bacteroides fragilis;Odoribacter splanchnicus,virulent,GPD
3300048576@308_sp9,uvig_337262,93.333,30,2,0,18159,18130,45309,0.017,44.1,39.73162064931912,Caudovirales,High-quality,Bacteroides massiliensis,virulent,GPD
3300048576@308_sp9,uvig_327135,93.333,30,2,0,29694,29723,47686,0.017,44.1,39.9530260453802,Caudovirales,Complete,Bacteroides massiliensis,virulent,GPD
3300048577@1014_sp5,IMGVR_UViG_3300045988_043382|3300045988|Ga0495776_015595,100.0,29,0,0,10237,10265,45469,1.15e-06,58.0,44.0695858716928,Caudoviricetes,Complete,Bacteroidales,virulent,IMG_VR
3300048577@1014_sp5,MGV-GENOME-0295351,100.0,29,0,0,10237,10265,45469,1.15e-06,58.0,44.0695858716928,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048577@1014_sp5,uvig_186169,100.0,29,0,0,12131,12103,45469,1.15e-06,58.0,44.095977479161625,Caudovirales,Complete,Parabacteroides distasonis;Bacteroides uniformis;Butyricimonas virosa,virulent,GPD
3300048577@1014_sp5,MGV-GENOME-4421385,96.552,29,1,0,782,810,44674,0.000281,50.1,44.298697228813175,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048577@1014_sp5,MGV-GENOME-0306718,96.552,29,1,0,19471,19499,48780,0.000281,50.1,43.30668306683067,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048577@1014_sp5,MGV-GENOME-0299151,96.552,29,1,0,45044,45072,46396,0.000281,50.1,43.34425381498405,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048577@1014_sp5,MGV-GENOME-0297797,96.552,29,1,0,1443,1471,46054,0.000281,50.1,44.276284361836105,,Complete,Bacteroidales,virulent,MGV
3300048577@1014_sp5,MGV-GENOME-0296347,96.552,29,1,0,44003,44031,45714,0.000281,50.1,44.59902874392965,,Complete,Bacteroidales,virulent,MGV
3300048577@1014_sp5,MGV-GENOME-0295217,96.552,29,1,0,11087,11115,45436,0.000281,50.1,44.14341051148869,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048577@1014_sp5,MGV-GENOME-0294791,96.552,29,1,0,33308,33336,45343,0.000281,50.1,44.317755772666125,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048577@1014_sp7,IMGVR_UViG_3300001592_000008|3300001592|Draft_10000255,100.0,30,0,0,29054,29083,85165,2.92e-07,60.0,34.307520695121234,Caudoviricetes,Complete,Bacteroidales,virulent,IMG_VR
3300048577@1014_sp9,MGV-GENOME-0306902,93.333,30,2,0,37799,37828,48842,0.017,44.1,40.05568977519348,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048577@1014_sp9,MGV-GENOME-0305897,93.333,30,2,0,12684,12713,48517,0.017,44.1,39.85613290186944,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048577@1014_sp9,MGV-GENOME-0303081,93.333,30,2,0,27895,27924,47552,0.017,44.1,39.78802153432032,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048577@1014_sp9,MGV-GENOME-0286381,93.333,30,2,0,19237,19208,43470,0.017,44.1,39.50310559006211,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048577@1014_sp9,uvig_99634,93.333,30,2,0,9544,9515,47450,0.017,44.1,42.939936775553214,Caudovirales,High-quality,Odoribacter splanchnicus;Bacteroides fragilis;Bacteroides uniformis,virulent,GPD
3300048577@1014_sp9,uvig_5726,93.333,30,2,0,14038,14067,22068,0.017,44.1,41.4536885988762,Caudovirales,Low-quality,Bacteroides massiliensis,virulent,GPD
3300048577@1014_sp9,uvig_572111,93.333,30,2,0,1801,1772,24662,0.017,44.1,40.92531019382045,Caudovirales,Medium-quality,Bacteroides massiliensis,virulent,GPD
3300048577@1014_sp9,uvig_515388,93.333,30,2,0,16342,16313,47082,0.017,44.1,42.28155133596704,Caudovirales,High-quality,Bacteroides uniformis;Bacteroides fragilis;Odoribacter splanchnicus,virulent,GPD
3300048577@1014_sp9,uvig_337262,93.333,30,2,0,18159,18130,45309,0.017,44.1,39.73162064931912,Caudovirales,High-quality,Bacteroides massiliensis,virulent,GPD
3300048577@1014_sp9,uvig_327135,93.333,30,2,0,29694,29723,47686,0.017,44.1,39.9530260453802,Caudovirales,Complete,Bacteroides massiliensis,virulent,GPD
3300048578@207_sp3,MGV-GENOME-0306902,93.333,30,2,0,37828,37799,48842,0.017,44.1,40.05568977519348,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048578@207_sp3,MGV-GENOME-0305897,93.333,30,2,0,12713,12684,48517,0.017,44.1,39.85613290186944,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048578@207_sp3,MGV-GENOME-0303081,93.333,30,2,0,27924,27895,47552,0.017,44.1,39.78802153432032,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048578@207_sp3,MGV-GENOME-0286381,93.333,30,2,0,19208,19237,43470,0.017,44.1,39.50310559006211,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048578@207_sp3,uvig_99634,93.333,30,2,0,9515,9544,47450,0.017,44.1,42.939936775553214,Caudovirales,High-quality,Odoribacter splanchnicus;Bacteroides fragilis;Bacteroides uniformis,virulent,GPD
3300048578@207_sp3,uvig_5726,93.333,30,2,0,14067,14038,22068,0.017,44.1,41.4536885988762,Caudovirales,Low-quality,Bacteroides massiliensis,virulent,GPD
3300048578@207_sp3,uvig_572111,93.333,30,2,0,1772,1801,24662,0.017,44.1,40.92531019382045,Caudovirales,Medium-quality,Bacteroides massiliensis,virulent,GPD
3300048578@207_sp3,uvig_515388,93.333,30,2,0,16313,16342,47082,0.017,44.1,42.28155133596704,Caudovirales,High-quality,Bacteroides uniformis;Bacteroides fragilis;Odoribacter splanchnicus,virulent,GPD
3300048578@207_sp3,uvig_337262,93.333,30,2,0,18130,18159,45309,0.017,44.1,39.73162064931912,Caudovirales,High-quality,Bacteroides massiliensis,virulent,GPD
3300048578@207_sp3,uvig_327135,93.333,30,2,0,29723,29694,47686,0.017,44.1,39.9530260453802,Caudovirales,Complete,Bacteroides massiliensis,virulent,GPD
3300048578@207_sp5,IMGVR_UViG_3300001592_000008|3300001592|Draft_10000255,100.0,30,0,0,29083,29054,85165,2.92e-07,60.0,34.307520695121234,Caudoviricetes,Complete,Bacteroidales,virulent,IMG_VR
3300048578@207_sp7,IMGVR_UViG_3300045988_043382|3300045988|Ga0495776_015595,100.0,29,0,0,10265,10237,45469,1.15e-06,58.0,44.0695858716928,Caudoviricetes,Complete,Bacteroidales,virulent,IMG_VR
3300048578@207_sp7,MGV-GENOME-0295351,100.0,29,0,0,10265,10237,45469,1.15e-06,58.0,44.0695858716928,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048578@207_sp7,uvig_186169,100.0,29,0,0,12103,12131,45469,1.15e-06,58.0,44.095977479161625,Caudovirales,Complete,Parabacteroides distasonis;Bacteroides uniformis;Butyricimonas virosa,virulent,GPD
3300048578@207_sp7,MGV-GENOME-4421385,96.552,29,1,0,810,782,44674,0.000281,50.1,44.298697228813175,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048578@207_sp7,MGV-GENOME-0306718,96.552,29,1,0,19499,19471,48780,0.000281,50.1,43.30668306683067,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048578@207_sp7,MGV-GENOME-0299151,96.552,29,1,0,45072,45044,46396,0.000281,50.1,43.34425381498405,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048578@207_sp7,MGV-GENOME-0297797,96.552,29,1,0,1471,1443,46054,0.000281,50.1,44.276284361836105,,Complete,Bacteroidales,virulent,MGV
3300048578@207_sp7,MGV-GENOME-0296347,96.552,29,1,0,44031,44003,45714,0.000281,50.1,44.59902874392965,,Complete,Bacteroidales,virulent,MGV
3300048578@207_sp7,MGV-GENOME-0295217,96.552,29,1,0,11115,11087,45436,0.000281,50.1,44.14341051148869,Caudovirales,Complete,Bacteroidales,virulent,MGV
3300048578@207_sp7,MGV-GENOME-0294791,96.552,29,1,0,33336,33308,45343,0.000281,50.1,44.317755772666125,Caudovirales,High-quality,Bacteroidales,virulent,MGV
3300048579@147_sp5,Station163_SUR_ALL_assembly_NODE_2956_length_13664_cov_8.080461,93.333,30,2,0,7154,7183,13664,0.017,44.1,31.63056206088993,Caudovirales,Low-quality,Enterococcus faecalis,virulent,GOV2
3300045988@10008_sp0,MGV-GENOME-0249958,100.0,30,0,0,26120,26091,32955,2.92e-07,60.0,44.19056288878775,,Medium-quality,Parabacteroides,virulent,MGV
3300045988@10008_sp0,MGV-GENOME-0225000,100.0,30,0,0,4146,4175,32396,2.92e-07,60.0,43.72453389307322,,Medium-quality,Parabacteroides,virulent,MGV
3300045988@10008_sp0,IMGVR_UViG_3300008520_000364|3300008520|Ga0111044_100320|109-60399,100.0,30,0,0,162,191,60291,2.92e-07,60.0,41.944900565590224,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
3300045988@10008_sp0,MGV-GENOME-4412685,100.0,30,0,0,6837,6866,32917,2.92e-07,60.0,44.18689430993104,,Medium-quality,Parabacteroides,virulent,MGV
3300045988@10008_sp0,MGV-GENOME-0283334,100.0,30,0,0,23541,23512,42863,2.92e-07,60.0,46.31733663066048,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
3300045988@10008_sp0,Zhao_Control_2_NODE_2_length_48206_cov_1641.834728,100.0,30,0,0,19429,19400,48206,2.92e-07,60.0,42.74364187030661,Caudovirales,Medium-quality,CAG-382,virulent,GVD
3300045988@10008_sp0,OTU_659,100.0,30,0,0,7671,7642,60935,2.92e-07,60.0,43.75482071059326,Karenviridae,Complete,Parabacteroides,virulent,IGVD
3300045988@10008_sp0,OTU_650,100.0,30,0,0,1760,1789,61104,2.92e-07,60.0,43.26557999476302,Karenviridae,High-quality,Parabacteroides,virulent,IGVD
3300045988@10008_sp0,SRS097958_a1_ct28543_vs1,100.0,30,0,0,5998,6027,67950,2.92e-07,60.0,43.80721118469463,Siphoviridae,High-quality,Parabacteroides,virulent,CHVD
3300045988@10008_sp0,MGV-GENOME-0278247,100.0,30,0,0,19687,19658,41887,2.92e-07,60.0,46.69229116432306,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
3300045988@10008_sp1,MGV-GENOME-0333116,100.0,30,0,0,26692,26663,60748,2.92e-07,60.0,44.09692500164614,Caudovirales,High-quality,Parabacteroides,virulent,MGV
