operon_id,type,subtype,length
GCA_910575805.1@13,I,I-E,12450
GCA_910575805.1@5,II,II-A,6957
GCA_910575855.1@10,I,I-C,8954
GCA_910575865.1@11,I,I-C,8954
GCA_910575875.1@35,I,I-C,10315
GCA_910575885.1@6,II,II-A,12060
GCA_910575905.1@3,III,III-A,7885
GCA_910575915.1@6,II,II-A,10067
GCA_910575925.1@1,I,I-B,15925
GCA_910575945.1@3,I,I-C,14356
GCA_910575945.1@9,I,I-C,10592
GCA_910575965.1@16,I,I-C,9190
GCA_910575995.1@7,II,II-A,7738
GCA_910576005.1@7,II,II-A,7076
GCA_910576025.1@19,II,II-A,6618
GCA_910576045.1@13,II,II-A,7067
GCA_910576065.1@7,II,II-A,6550
GCA_910576105.1@3,I,I-E,12359
GCA_910576145.1@4,I,I-C,10212
GCA_910576175.1@3,I,I-C,24927
GCA_910576235.1@5,II,II-A,7148
GCA_910576255.1@15,I,I-C,8103
GCA_910576285.1@4,I,I-C,10212
GCA_910576295.1@1,II,II-A,7738
GCA_910576305.1@4,I,I-C,9878
GCA_910576315.1@26,I,I-C,10725
GCA_910576315.1@5,I,I-C,9979
GCA_910576335.1@7,III,III-A,7885
GCA_910576345.1@3,II,II-A,9452
GCA_910576375.1@2,I,I-A,3575
GCA_910576385.1@13,II,II-A,7420
GCA_910576385.1@8,Unknown,,3423
GCA_910576395.1@7,II,II-A,7076
GCA_910576405.1@16,II,II-A,6604
GCA_910576405.1@25,I,I-A,4010
GCA_910576405.1@6,III,III-A,11400
GCA_910576425.1@5,I,I-E,12421
GCA_910576445.1@11,I,I-C,8740
GCA_910576455.1@5,II,II-A,7076
GCA_910576465.1@17,I,I-C,10859
GCA_910576465.1@6,I,I-C,9979
GCA_910576485.1@8,I,I-E,12188
GCA_910576565.1@16,I,I-A,1680
GCA_910576595.1@18,I,I-C,9222
GCA_910576595.1@6,II,II-A,6853
GCA_910576635.1@5,II,II-A,7010
GCA_910576685.1@2,I,I-A,3572
GCA_910576695.1@1,I,I-A,1680
GCA_910576725.1@7,II,II-A,7076
GCA_910576755.1@7,I,I-E,9307
GCA_910576765.1@1,I,I-C,8798
GCA_910576825.1@13,I,I-B,9432
GCA_910576825.1@22,Unknown,,3887
GCA_910576825.1@33,I,I-E,9223
GCA_910576855.1@8,II,II-A,10738
GCA_910576885.1@3,I,I-E,12421
GCA_910576905.1@22,III,III-D,16696
GCA_910576945.1@14,II,II-A,6957
GCA_910576945.1@22,I,I-E,12450
GCA_910589545.1@8,I,I-B,10405
GCA_910589715.1@6,I,I-E,8941
GCA_910589735.1@8,I,I-A,9444
GCA_910592365.1@3,I,I-E,11951
GCA_910593845.1@3,I,I-C,13675
GCA_910822285.1@26,V,V-F,1836
GCA_910822285.1@27,V,V-F,3039
GCA_910822285.1@39,I,I-B,11034
GCA_910822285.1@6,III,III-D,12252
GCA_910822395.1@6,I,I-E,12945
GCA_912073625.1@24,Unknown,,2317
GCA_912073625.1@6,III,III-A,15984
GCA_915402005.1@8,I,I-F,10937
GCA_916618745.1@38,I,I-C,21095
GCA_916618745.1@6,III,III-B,11719
GCA_916618885.1@5,II,II-A,9659
GCA_916618895.1@5,II,II-A,6422
GCA_916618945.1@8,I,I-F,3632
GCA_916619195.1@7,I,I-C,11040
GCA_916988195.3@4,I,I-C,11053
GCA_917563925.1@10,I,I-C,9293
GCA_917627345.1@21,I,I-B,18423
GCA_917627345.1@24,I,I-B,11788
GCA_917627345.1@33,I,I-E,12915
GCA_917627345.1@39,Unknown,,3701
GCA_917627345.1@48,I,I-E,17514
GCA_917627345.1@52,III,III-A,4425
GCA_917627345.1@66,III,III-B,10491
GCA_917627365.1@11,I,I-A,4155
GCA_917627415.1@58,I,I-A,2890
GCA_917627415.1@67,V,V-F1,5089
GCA_917627355.1@7,I,I-A,2435
GCA_917627395.1@13,I,I-E,13482
GCA_917627395.1@18,I,I-B,11700
GCA_917627395.1@19,III,III-B,10066
GCA_917627395.1@21,I,I-A,2449
GCA_917627395.1@22,Unknown,,2640
GCA_917627395.1@25,I,I-A,3163
GCA_917627395.1@39,I,I-E,13187
GCA_917627395.1@53,V,V-F,6682
GCA_917627375.1@13,Unknown,,4209
GCA_917627375.1@24,I,I-A,4105
GCA_917627375.1@45,I,I-B,9996
GCA_917627375.1@54,I,I-A,1723
GCA_917627375.1@60,III,III-B,10174
GCA_917627385.1@23,I,I-A,4209
GCA_917627385.1@30,I,I-A,1642
GCA_917627385.1@39,Unknown,,2960
GCA_917627385.1@51,I,I-E,15198
GCA_917627385.1@62,I,I-B,14051
GCA_917627385.1@63,I,I-A,3838
GCA_917627405.1@12,I,I-B,16711
GCA_917627405.1@24,III,III-A,4635
GCA_917627405.1@25,I,I-E,13890
GCA_917627405.1@59,III,III-B,15035
GCA_918258265.1@6,II,II-A,7566
GCA_918308855.1@14,III,III-A,8738
GCA_918308855.1@7,Unknown,,7641
GCA_918378365.1@4,I,I-E,13925
GCA_918378365.1@9,I,I-C,10218
GCA_918414955.1@21,III,III-A,10948
GCA_918415925.1@9,III,III-A,11639
GCA_918417535.1@16,I,I-E,12645
GCA_918419245.1@21,III,III-A,10948
GCA_918419325.1@45,I,I-G,9490
GCA_918420915.1@22,III,III-A,9922
GCA_918422055.1@33,III,III-A,10948
GCA_918427955.1@21,III,III-A,10948
GCA_918428045.1@22,III,III-A,10948
GCA_918429165.1@22,I,I-G,9922
GCA_918429175.1@53,I,I-G,9490
GCA_918429195.1@33,III,III-A,10948
GCA_918429205.1@32,III,III-A,9700
GCA_918429235.1@22,III,III-A,10948
GCA_918429255.1@22,III,III-A,10948
GCA_918429265.1@71,III,III-A,11240
GCA_918429295.1@21,III,III-A,10948
GCA_918697855.1@18,I,I-C,15625
GCA_918698085.1@1,II,II-A,7371
GCA_918698235.1@2,I,I-F,10824
GCA_918741265.1@6,III,III-A,12086
GCA_918797525.1@4,I,I-F,14785
GCA_919162555.1@19,I,I-B,10666
GCA_919162555.1@22,I,I-A,3057
GCA_919586305.1@7,I,I-E,12845
GCA_024925465.1@7,I,I-E,12845
GCA_920656135.1@17,I,I-A,1437
GCA_920656135.1@20,I,I-A,6387
GCA_920656135.1@6,Unknown,,6034
GCA_920664355.1@6,III,III-A,6597
GCA_920664355.1@8,Unknown,,4687
GCA_920888515.1@12,I,I-E,11234
GCA_920888515.1@5,III,III-D,4885
GCA_920939465.1@12,I,I-C,7235
GCA_920939465.1@3,I,I-F,17571
GCA_920939515.1@7,I,I-E,4593
GCA_920984675.1@3,I,I-C,10101
GCA_920987055.1@6,II,II-A,6714
GCA_921292975.1@4,I,I-C,10133
GCA_922011595.1@9,I,I-E,10897
GCA_922011605.1@20,I,I-F,12852
GCA_922011605.1@8,I,I-A,1276
GCA_922011605.1@9,I,I-E,10812
GCA_922011625.1@4,I,I-E,10451
GCA_922011655.1@4,I,I-E,13322
GCA_922011735.1@17,I,I-F,10917
GCA_922011735.1@9,I,I-E,11676
GCA_922013185.1@6,I,I-F,9826
GCA_922013215.1@16,I,I-F,10374
GCA_922013215.1@4,I,I-E,12468
GCA_922013315.1@19,I,I-E,10964
GCA_922013315.1@7,I,I-F,10550
GCA_922013345.1@13,Unknown,,2862
GCA_922013345.1@14,I,I-E,12105
GCA_922014665.1@5,I,I-F,12194
GCA_922015415.1@1,I,I-F,8849
GCA_922015415.1@16,I,I-E,14245
GCA_922015415.1@17,I,I-A,1337
GCA_922016725.1@9,I,I-E,11198
GCA_922016765.1@18,I,I-F,10494
GCA_922019785.1@15,I,I-E,12042
GCA_922021645.1@15,I,I-F,10794
GCA_922021645.1@6,I,I-E,6809
GCA_922021695.1@15,I,I-E,10017
GCA_922021695.1@4,I,I-F,10616
GCA_922021985.1@1,I,I-F,10574
GCA_922022005.1@12,I,I-E,6316
GCA_922022005.1@21,I,I-F,8554
GCA_922022125.1@13,I,I-F,12187
GCA_922022125.1@22,I,I-E,10881
GCA_922022125.1@8,I,I-A,1154
GCA_922022605.1@16,I,I-F,11751
GCA_922022605.1@4,I,I-E,11481
GCA_922030515.1@10,I,I-F,10617
GCA_922030705.1@18,I,I-F,10826
GCA_922030705.1@4,I,I-E,12041
GCA_922031085.1@18,I,I-F,10623
GCA_922031085.1@4,I,I-E,12225
GCA_922035905.1@8,I,I-E,11274
GCA_922037565.1@7,I,I-F,11931
GCA_922037575.1@16,I,I-E,12807
GCA_922037575.1@9,I,I-F,11269
GCA_923079645.1@7,I,I-B,15747
GCA_923081025.1@22,I,I-B,15747
GCA_924101635.2@1,III,III-A,13497
GCA_924101635.2@4,I,I-E,11697
GCA_924101635.2@8,I,I-C,12382
GCA_925278945.1@7,III,III-B,1264
GCA_925279105.1@1,II,II-A,6248
GCA_925279165.1@7,II,II-A,6640
GCA_925281455.1@6,II,II-A,7397
GCA_925281805.1@7,Unknown,,766
GCA_925285845.1@9,Unknown,,705
GCA_925288935.1@11,II,II-A,9837
GCA_925288935.1@5,II,II-A,8537
GCA_925289295.1@6,II,II-A,6767
GCA_925297955.1@7,II,II-A,6508
GCA_927797765.1@3,I,I-E,13842
GCA_927797785.1@11,Unknown,,2967
GCA_927797785.1@16,I,I-F,8132
GCA_927797785.1@5,III,III-A,11706
GCA_927797885.1@31,V,V-K,2593
GCA_927797885.1@6,V,V-K,3326
GCA_927797885.1@62,I,I-A,5003
GCA_927798175.1@6,III,III-A,11744
GCA_927904885.1@2,III,III-B,10666
GCA_928097925.1@5,I,I-E,10476
GCA_928368155.1@8,I,I-B,12023
GCA_928381395.1@2,II,II-A,5773
GCA_928381405.1@4,I,I-E,12571
GCA_928381435.1@2,I,I-E,12913
GCA_928381445.1@4,I,I-E,14561
GCA_928381465.1@4,I,I-E,11694
GCA_928381475.1@3,I,I-E,11783
GCA_928381485.1@2,I,I-E,12821
GCA_928381505.1@4,I,I-E,14997
GCA_928381525.1@10,II,II-A,5773
GCA_928381535.1@1,I,I-E,12120
GCA_928381575.1@3,I,I-E,14582
GCA_928381705.1@12,I,I-E,12427
GCA_928381795.1@3,I,I-E,12693
GCA_928382245.1@12,I,I-E,11694
GCA_928382285.1@2,I,I-E,12914
GCA_928382305.1@7,I,I-E,12143
GCA_928387325.1@1,I,I-E,12914
GCA_928390195.1@6,I,I-E,12084
GCA_928390205.1@2,Unknown,,3555
GCA_928391935.1@3,I,I-E,11783
GCA_928391945.1@5,II,II-A,5773
GCA_928391965.1@3,II,II-A,5773
GCA_928392685.1@4,I,I-E,12084
GCA_928392785.1@2,I,I-E,12914
GCA_928392805.1@4,I,I-E,13000
GCA_928392915.1@4,I,I-E,15371
GCA_928393115.1@8,I,I-E,10379
GCA_930633465.1@8,II,II-A,8360
GCA_930633495.1@8,II,II-A,8360
GCA_932527315.1@30,III,III-A,17105
GCA_932527315.1@42,Unknown,,2166
GCA_932527325.1@7,III,III-A,9486
GCA_932527465.1@41,III,III-A,14177
GCA_932530255.1@20,III,III-A,8909
GCA_932530315.1@15,III,III-A,15821
GCA_932530395.1@34,III,III-A,17105
GCA_932732155.1@13,II,II-A,6391
GCA_932750805.1@4,I,I-C,9278
GCA_932750815.1@15,I,I-E,11865
GCA_932750845.1@7,Unknown,,1929
GCA_932750855.1@7,I,I-E,11427
GCA_932750865.1@5,II,II-A,5719
GCA_932750965.1@4,II,II-A,9333
GCA_900609985.1@1,II,II-A,9963
GCA_900609995.1@1,II,II-A,7363
GCA_900610005.1@1,II,II-A,7360
GCA_900610015.1@1,II,II-A,7363
GCA_900610025.1@1,II,II-A,7363
GCA_900610035.1@9,II,II-A,9795
GCA_900610045.1@11,II,II-A,7616
GCA_900610055.1@1,II,II-A,6762
GCA_900610065.1@1,II,II-A,7363
GCA_900610075.1@10,II,II-A,7363
GCA_900610085.1@1,II,II-A,9262
GCA_900610095.1@1,II,II-A,7515
GCA_900610105.1@6,II,II-A,7363
GCA_900610115.1@1,II,II-A,7363
GCA_900610125.1@1,II,II-A,9261
GCA_900610135.1@1,II,II-A,7435
GCA_900610145.1@5,II,II-A,7363
GCA_900610155.1@1,II,II-A,7363
GCA_900610165.1@1,II,II-A,7515
GCA_900610175.1@1,II,II-A,7435
GCA_900610185.1@8,II,II-A,7437
GCA_900610195.1@1,II,II-A,7439
GCA_900610205.1@1,II,II-A,7439
GCA_900610215.1@1,II,II-A,7438
GCA_900610225.1@1,II,II-A,7432
GCA_900610235.1@1,II,II-A,7437
GCA_900610245.1@1,II,II-A,7439
GCA_900610255.1@1,II,II-A,7437
GCA_900610265.1@5,II,II-A,7432
GCA_900610275.1@1,II,II-A,7433
GCA_900610285.1@1,II,II-A,7361
GCA_900610295.1@1,II,II-A,7362
GCA_900610315.1@1,II,II-A,7363
GCA_900610325.1@6,II,II-A,9969
GCA_900610335.1@1,II,II-A,9970
GCA_900610345.1@6,II,II-A,9477
GCA_900610355.1@14,II,II-A,7459
GCA_900610365.2@7,I,I-E,11348
GCA_900610385.1@8,II,II-A,8509
GCA_900617935.1@8,I,I-E,9908
GCA_900618145.1@2,II,II-A,7907
GCA_900618195.1@15,II,II-A,8738
GCA_900618195.1@27,I,I-A,4876
GCA_900618195.1@36,Unknown,,1430
GCA_900618195.1@5,VI,VI,5315
GCA_900618225.1@18,II,II-A,12774
GCA_900618225.1@6,VI,VI,7246
GCA_900619605.1@18,I,I-C,8456
GCA_900619605.1@5,II,II-A,6302
GCA_900620245.1@30,Unknown,,2646
GCA_900620265.2@6,V,V-F,1416
GCA_900624655.1@12,I,I-C,8695
GCA_900624655.1@6,II,II-A,8279
GCA_900624715.1@4,I,I-B,18990
GCA_900624735.1@4,I,I-C,17555
GCA_900625025.1@8,I,I-E,11122
GCA_900626075.1@8,I,I-C,10705
GCA_900626095.1@7,I,I-B,11293
GCA_900626135.1@6,I,I-B,17285
GCA_900626155.1@22,I,I-E,9494
GCA_900626215.1@3,I,I-E,13653
GCA_900626275.1@7,II,II-A,5993
GCA_900631955.1@4,II,II-A,5363
GCA_900634715.1@22,I,I-B,11764
GCA_900634715.1@26,I,I-E,11774
GCA_900634745.1@18,I,I-B,12648
GCA_900634745.1@3,III,III-A,5856
GCA_900634765.1@1,I,I-C,8209
GCA_900634765.1@10,I,I-B,12010
GCA_900634765.1@2,I,I-E,19313
GCA_900635135.1@7,I,I-E,12072
GCA_900635155.1@9,III,III-A,13387
GCA_900635345.1@19,I,I-C,8991
GCA_900635345.1@8,II,II-A,8699
GCA_900635455.1@9,Unknown,,2372
GCA_900635625.1@6,I,I-E,14407
GCA_900635715.1@15,I,I-F,8991
GCA_900635715.1@7,Unknown,,2519
GCA_900635755.1@15,Unknown,,2095
GCA_900635755.1@4,I,I-F,10132
GCA_900635785.1@8,I,I-F,11078
GCA_900635805.1@7,III,III-A,12398
GCA_900635825.1@6,II,II-A,8932
GCA_900635955.1@10,I,I-F,10336
GCA_900636035.1@7,I,I-E,12072
GCA_900636315.1@6,I,I-E,11128
GCA_900636325.1@17,II,II-A,7509
GCA_900636325.1@36,V,V-F,1791
GCA_900636325.1@8,III,III-A,10518
GCA_900636445.1@5,II,II-A,6608
GCA_900636465.1@8,II,II-A,8187
GCA_900636475.1@6,II,II-A,7696
GCA_900636515.1@5,II,II-A,5345
GCA_900636525.1@17,II,II-A,8593
GCA_900636525.1@4,II,II-A,6445
GCA_900636555.1@7,II,II-A,7681
GCA_900636575.1@14,II,II-A,6293
GCA_900636575.1@27,Unknown,,2364
GCA_900636575.1@4,I,I-C,6543
GCA_900636625.1@10,I,I-A,3786
GCA_900636625.1@22,I,I-F,9180
GCA_900636635.1@16,I,I-F,9363
GCA_900636635.1@29,I,I-E,11143
GCA_900636665.1@5,I,I-A,10899
GCA_900636665.1@6,III,III-D,16974
GCA_900636705.1@17,I,I-F,11530
GCA_900636705.1@25,Unknown,,3295
GCA_900636745.1@6,I,I-F,9925
GCA_900636765.1@7,I,I-C,12735
GCA_900636805.1@7,I,I-C,10253
GCA_900636835.1@14,I,I-E,20567
GCA_900636835.1@6,II,II-A,8237
GCA_900636845.1@7,I,I-C,11059
GCA_900636915.1@5,I,I-C,6964
GCA_900636955.1@3,II,II-A,9251
GCA_900637075.1@18,I,I-C,10209
GCA_900637075.1@7,II,II-A,6713
GCA_900637105.1@5,I,I-F,9186
GCA_900637125.1@4,I,I-C,10968
GCA_900637165.1@5,I,I-G,12188
GCA_900637175.1@25,II,II-A,5783
GCA_900637225.1@3,I,I-G,9393
GCA_900637275.1@11,II,II-A,6941
GCA_900637275.1@3,I,I-A,6497
GCA_900637295.1@27,III,III-D,16032
GCA_900637295.1@32,I,I-E,20920
GCA_900637305.1@19,I,I-C,8425
GCA_900637305.1@28,I,I-A,6883
GCA_900637325.1@17,II,II-A,7868
GCA_900637325.1@6,II,II-A,5113
GCA_900637475.1@18,I,I-F,10971
GCA_900637475.1@26,Unknown,,2213
GCA_900637495.1@6,I,I-F,12659
GCA_900637515.1@7,III,III-A,16335
GCA_900637555.1@6,I,I-E,10899
GCA_900637565.1@18,I,I-E,13053
GCA_900637605.1@8,I,I-E,9335
GCA_900637625.1@6,I,I-E,11928
GCA_900637655.1@7,I,I-B,8938
GCA_900637665.1@9,II,II-A,6346
GCA_900637695.1@4,I,I-E,15582
GCA_900637705.1@20,I,I-B,11432
GCA_900637725.1@14,Unknown,,5244
GCA_900637725.1@24,Unknown,,9115
GCA_900637725.1@3,III,III-A,13707
GCA_900637745.1@13,II,II-A,6816
GCA_900637745.1@3,II,II-A,10495
GCA_900637795.1@4,II,II-A,7305
GCA_900637815.1@6,I,I-E,12930
GCA_900637905.1@5,III,III-A,7776
GCA_900637915.1@10,I,I-G,10963
GCA_900637915.1@4,III,III-D,19396
GCA_900637925.1@4,I,I-E,13911
GCA_900637935.1@5,Unknown,,5089
GCA_900637935.1@8,I,I-C,6444
GCA_900637955.1@7,I,I-E,11725
GCA_900637965.1@5,I,I-E,15514
GCA_900637975.1@11,I,I-G,7519
GCA_900637975.1@6,I,I-E,17421
GCA_900637985.1@5,I,I-G,9125
GCA_900638005.1@10,I,I-F,10882
GCA_900638055.1@4,II,II-A,8808
GCA_900638105.1@4,III,III-A,15647
GCA_900638125.1@19,II,II-A,5387
GCA_900638165.1@7,II,II-A,5040
GCA_900638215.1@30,Unknown,,3181
GCA_900638215.1@68,I,I-E,8210
GCA_900638305.1@23,III,III-B,13082
GCA_900638305.1@5,I,I-C,10397
GCA_900638315.1@24,III,III-A,14539
GCA_900638315.1@34,I,I-A,4986
GCA_900638315.1@4,I,I-F,7917
GCA_900638315.1@5,I,I-F,5200
GCA_900638345.1@19,I,I-C,11671
GCA_900638345.1@7,II,II-A,5041
GCA_900638355.1@14,III,III-D,12265
GCA_900638355.1@6,II,II-A,6210
GCA_900638385.1@6,II,II-A,7119
GCA_900638415.1@5,II,II-A,7429
GCA_900638435.1@7,II,II-A,7958
GCA_900638445.1@6,I,I-F,9584
GCA_900638495.1@6,II,II-A,7297
GCA_900638555.1@5,II,II-A,5836
GCA_900638565.1@15,III,III-A,8933
GCA_900638565.1@27,I,I-C,11202
GCA_900638565.1@4,I,I-E,12070
GCA_900638575.1@6,II,II-A,6034
GCA_900638585.1@19,I,I-C,11688
GCA_900638585.1@5,III,III-A,9812
GCA_900638595.1@6,II,II-A,5572
GCA_900638605.1@7,II,II-A,7158
GCA_900638645.1@15,I,I-G,11259
GCA_900638645.1@24,Unknown,,11538
GCA_900638645.1@3,III,III-D,14109
GCA_900638655.1@28,I,I-F,9970
GCA_900638655.1@5,I,I-F,7924
GCA_900638665.1@18,I,I-F,8774
GCA_900638665.1@27,I,I-A,1986
GCA_900638665.1@6,II,II-A,5587
GCA_900638705.1@6,I,I-E,10390
GCA_900638715.1@7,II,II-A,5019
GCA_900639755.1@4,Unknown,,7891
GCA_900639775.1@5,I,I-C,8816
GCA_900639795.1@7,I,I-F,7847
GCA_900639845.1@7,Unknown,,2094
GCA_900639885.1@1,II,II-A,9575
GCA_900639905.1@5,I,I-F,9762
GCA_900639915.1@1,I,I-F,11786
GCA_900639935.1@3,I,I-F,9290
GCA_900640065.1@7,I,I-F,13660
GCA_900640075.1@1,I,I-F,9953
GCA_900650605.1@5,Unknown,,14312
GCA_900650615.1@32,III,III-A,12762
GCA_900654255.1@44,III,III-A,16226
GCA_900659615.1@16,Unknown,,2681
GCA_900659615.1@26,I,I-E,17218
GCA_900659615.1@5,I,I-E,13121
GCA_900659625.1@5,I,I-E,11354
GCA_900659635.1@70,I,I-E,12143
GCA_900659865.1@1,I,I-B,10880
GCA_900659865.1@23,I,I-A,6369
GCA_900659865.1@3,III,III-B,7050
GCA_900659865.1@4,III,III-B,7050
GCA_900659865.1@7,I,I-A,5361
GCA_900660185.1@3,I,I-B,12700
GCA_900660445.2@7,II,II-A,6846
GCA_900660505.1@3,II,II-A,8774
GCA_900660545.1@7,Unknown,,5147
GCA_900660585.1@5,II,II-A,6299
GCA_900660625.1@5,II,II-A,9596
GCA_900660665.1@7,II,II-A,6657
GCA_900660715.1@5,II,II-A,9147
GCA_900660725.1@7,II,II-A,3683
GCA_900682675.2@7,Unknown,,1645
GCA_900683605.2@19,I,I-E,15488
GCA_900683625.1@14,VI,VI,4116
GCA_900683625.1@5,II,II-A,9822
GCA_900683645.1@11,I,I-E,14059
GCA_900683645.1@4,Unknown,,13073
GCA_900683675.1@4,I,I-E,10273
GCA_900683725.1@28,I,I-A,5923
GCA_900683725.1@6,Unknown,,3445
GCA_900683735.1@14,I,I-B,9371
GCA_900683755.1@5,II,II-A,5177
GCA_900683775.1@19,I,I-B,9604
GCA_900699765.1@6,III,III-A,14157
GCA_900699785.1@7,I,I-B,9296
GCA_900706715.1@4,I,I-F,10594
GCA_900706845.1@5,IV,IV-B,4253
GCA_900773955.1@7,Unknown,,1614
GCA_900773985.1@5,III,III-A,13561
GCA_901764995.1@5,III,III-A,13561
GCA_900880625.1@20,I,I-B,12597
GCA_900890425.1@25,II,II-A,2125
GCA_900890705.1@17,Unknown,,1441
GCA_900890705.1@26,I,I-C,9670
GCA_900890705.1@8,II,II-A,8667
GCA_900961225.1@6,I,I-F,12805
GCA_901111125.1@5,Unknown,,14312
GCA_901212485.1@7,I,I-C,9200
GCA_901212515.1@4,I,I-A,5095
GCA_901212615.1@4,I,I-C,8269
GCA_901212655.1@10,I,I-E,11599
GCA_901212675.1@14,I,I-C,8625
GCA_901411515.1@7,II,II-A,7014
GCA_901447495.1@5,I,I-A,9665
GCA_901482445.1@20,II,II-A,5836
GCA_901482445.1@8,I,I-A,3575
GCA_901482545.1@4,I,I-E,9223
GCA_901521425.1@20,II,II-A,7282
GCA_901521425.1@6,Unknown,,2998
GCA_901538265.1@20,I,I-G,18923
GCA_901538265.1@8,Unknown,,2273
GCA_901538355.1@15,I,I-A,5105
GCA_901538355.1@25,III,III-A,4940
GCA_901538385.1@43,Unknown,,933
GCA_901538385.1@54,I,I-B,15957
GCA_901538385.1@60,Unknown,,13902
GCA_901538385.1@77,I,I-G,23651
GCA_901538445.1@4,I,I-G,14740
GCA_901542335.1@4,I,I-C,8680
GCA_901542485.1@5,II,II-A,7769
GCA_901543175.1@4,I,I-E,11024
GCA_901543415.1@8,II,II-A,8802
GCA_901543475.1@8,II,II-A,8187
GCA_901543605.1@6,II,II-A,7720
GCA_901544385.1@8,II,II-A,8103
GCA_901553725.1@5,II,II-A,6457
GCA_901687125.1@7,I,I-C,10617
GCA_901827155.1@2,I,I-E,10574
GCA_901827165.1@7,I,I-E,10574
GCA_901827185.1@7,I,I-E,10574
GCA_901830375.1@6,I,I-E,10454
GCA_901830405.1@7,II,II-A,7803
GCA_901830415.1@8,II,II-A,6605
GCA_901830485.1@8,II,II-A,8756
GCA_901846895.1@7,I,I-E,10572
GCA_901873375.1@6,II,II-A,5442
GCA_901873395.1@11,I,I-B,10646
GCA_901873395.1@22,I,I-B,10915
GCA_901873395.1@28,III,III-D,30755
GCA_901873415.1@14,I,I-B,13960
GCA_901873415.1@5,II,II-A,6775
GCA_901873445.1@6,II,II-A,7869
GCA_901873495.1@4,I,I-C,7605
GCA_901873565.1@8,I,I-E,13609
GCA_901873715.1@3,I,I-G,9701
GCA_901875305.1@3,I,I-E,14116
GCA_901875315.1@7,I,I-G,10397
GCA_901875535.1@6,II,II-A,8426
GCA_901876955.1@8,III,III-A,12597
GCA_901971775.1@5,II,II-A,6843
GCA_902024055.1@12,I,I-B,11159
GCA_902024055.1@17,I,I-A,7417
GCA_902024055.1@20,II,II-A,8853
GCA_902024055.1@5,Unknown,,4243
GCA_902109475.1@6,II,II-A,10343
GCA_902143325.1@5,Unknown,,687
GCA_902143335.1@15,I,I-F,15177
GCA_902143355.1@15,I,I-F,12796
GCA_902143355.1@3,I,I-E,10724
GCA_902143365.1@15,I,I-F,15177
GCA_902143375.2@6,III,III-B,11876
GCA_902143385.2@1,I,I-A,4883
GCA_902143515.1@2,Unknown,,1634
GCA_902150035.1@6,I,I-E,14441
GCA_902153245.3@6,I,I-C,3593
GCA_902153285.2@6,I,I-C,10493
GCA_902159675.1@3,I,I-E,9607
GCA_902160855.1@7,IV,IV-B,4957
GCA_902160915.1@7,IV,IV-B,4957
GCA_902160945.1@4,I,I-E,12114
GCA_902160995.1@4,I,I-E,12114
GCA_902165935.1@16,I,I-B,10612
GCA_902165935.1@8,V,V-F,1923
GCA_902166025.1@5,II,II-A,6939
GCA_902166045.1@9,I,I-C,8615
GCA_902166105.1@9,I,I-C,8615
GCA_902167245.1@5,I,I-C,9535
GCA_902167255.1@10,I,I-F,11991
GCA_902167255.1@20,I,I-E,7804
GCA_902167525.1@13,I,I-B,9893
GCA_902167525.1@25,III,III-A,11072
GCA_902167525.1@5,Unknown,,3327
GCA_902167625.1@6,II,II-A,7032
GCA_902167635.1@6,II,II-A,7032
GCA_902167675.1@7,I,I-C,11330
GCA_902167735.1@13,I,I-C,9256
GCA_902167735.1@7,II,II-A,6163
GCA_902167745.1@7,III,III-B,1323
GCA_902167805.1@3,I,I-C,6940
GCA_902167835.1@3,I,I-C,10683
GCA_902167865.1@5,I,I-C,8059
GCA_902167875.1@6,Unknown,,1916
GCA_902167935.1@2,I,I-C,9366
GCA_902167935.1@34,Unknown,,2294
GCA_902167955.1@24,I,I-A,4844
GCA_902167955.1@25,III,III-A,7847
GCA_902167955.1@8,I,I-C,10859
GCA_902170235.1@1,Unknown,,3211
GCA_902170255.1@5,I,I-F,12616
GCA_902170295.1@5,I,I-F,12046
GCA_902170415.1@7,I,I-F,12705
GCA_902170465.1@4,I,I-F,10139
GCA_902170485.1@1,Unknown,,2358
GCA_902170575.1@4,I,I-F,11978
GCA_902170585.1@5,I,I-F,10458
GCA_902170595.1@7,I,I-F,9932
GCA_902170605.1@4,I,I-F,13098
GCA_902170685.1@5,I,I-F,9070
GCA_902170715.1@1,I,I-F,8949
GCA_902173225.1@1,I,I-F,9976
GCA_902196205.1@5,III,III-A,9033
GCA_902196205.1@6,I,I-C,8155
GCA_902209435.1@6,Unknown,,1940
GCA_902362235.1@14,I,I-E,9894
GCA_902362235.1@26,I,I-B,9497
GCA_902362235.1@3,Unknown,,4314
GCA_902362265.1@7,II,II-A,8364
GCA_902362315.1@5,III,III-A,11855
GCA_902362325.1@6,II,II-A,11852
GCA_902362395.1@19,I,I-B,13389
GCA_902362395.1@5,II,II-A,6339
GCA_902362405.1@16,I,I-C,8269
GCA_902362415.1@4,I,I-B,11715
GCA_902362435.1@15,I,I-B,10979
GCA_902362435.1@3,III,III-A,12479
GCA_902362455.1@15,II,II-A,9297
GCA_902362455.1@16,Unknown,,4290
GCA_902362455.1@6,I,I-A,1189
GCA_902362485.1@8,I,I-C,7777
GCA_902362505.1@13,III,III-A,9720
GCA_902362505.1@2,I,I-E,10187
GCA_902362515.1@9,I,I-C,14070
GCA_902362525.1@2,III,III-A,14061
